fiscal_year,prefecture,prefecture_code,prefecture_basis,category_axis,sector,n_awards,n_corporate,n_masked_individual,n_awards_suppressed_in_group,records_parsed,records_normalized,retrieved_at,amount_min_jpy,amount_q1_jpy,amount_median_jpy,amount_q3_jpy,amount_max_jpy,amount_sum_jpy,award_ratio_median,award_ratio_q1,award_ratio_q3,award_ratio_coverage,source_id,license,attribution
2014,兵庫県,28,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,国土交通・運輸,9,9,0,0,313607,313568,2026-09-21T14:28:16Z,550000,1600000,2593296,6099480,8833780,35957086,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,北海道,01,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,国土交通・運輸,20,20,0,0,313607,313568,2026-09-21T14:28:16Z,8215,1225050,3349375,5150492,49680000,173836971,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,千葉県,12,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,国土交通・運輸,12,12,0,0,313607,313568,2026-09-21T14:28:16Z,760000,1549250,3370000,3585000,9280000,42634220,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,和歌山県,30,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,国土交通・運輸,1,1,0,0,313607,313568,2026-09-21T14:28:16Z,1812000,1812000,1812000,1812000,1812000,1812000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,埼玉県,11,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,国土交通・運輸,5,5,0,0,313607,313568,2026-09-21T14:28:16Z,1488800,5780000,6870000,33996000,43200000,91334800,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,大阪府,27,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,国土交通・運輸,39,39,0,0,313607,313568,2026-09-21T14:28:16Z,11416,2420000,4175000,7490000,27506000,229579220,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,宮城県,04,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,国土交通・運輸,8,8,0,0,313607,313568,2026-09-21T14:28:16Z,846000,1423461,1816532,3805527,11178000,28098775,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,富山県,16,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,国土交通・運輸,2,2,0,0,313607,313568,2026-09-21T14:28:16Z,7210000,8157500,9105000,10052500,11000000,18210000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,山口県,35,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,国土交通・運輸,10,10,0,0,313607,313568,2026-09-21T14:28:16Z,1920000,3605000,6800000,7910000,8860000,59268000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,岐阜県,21,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,国土交通・運輸,2,2,0,0,313607,313568,2026-09-21T14:28:16Z,1450000,1707500,1965000,2222500,2480000,3930000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,岡山県,33,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,国土交通・運輸,8,8,0,0,313607,313568,2026-09-21T14:28:16Z,249600,732350,816000,1006500,1197600,6551000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,岩手県,03,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,国土交通・運輸,1,1,0,0,313607,313568,2026-09-21T14:28:16Z,349000,349000,349000,349000,349000,349000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,島根県,32,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,国土交通・運輸,4,4,0,0,313607,313568,2026-09-21T14:28:16Z,240000,317400,454100,671250,990000,2138200,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,広島県,34,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,国土交通・運輸,17,17,0,0,313607,313568,2026-09-21T14:28:16Z,366480,1339050,2350000,3887000,9800000,53993107,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,徳島県,36,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,国土交通・運輸,6,6,0,0,313607,313568,2026-09-21T14:28:16Z,500000,948250,3590000,5932500,9960000,24421000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,愛媛県,38,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,国土交通・運輸,2,2,0,0,313607,313568,2026-09-21T14:28:16Z,17000000,17250000,17500000,17750000,18000000,35000000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,愛知県,23,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,国土交通・運輸,15,15,0,0,313607,313568,2026-09-21T14:28:16Z,938400,1956530,3924250,5430000,8150000,57868483,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,新潟県,15,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,国土交通・運輸,13,13,0,0,313607,313568,2026-09-21T14:28:16Z,14800,1200000,2598000,3529600,8800000,38340958,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,東京都,13,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,国土交通・運輸,326,326,0,0,313607,313568,2026-09-21T14:28:16Z,125,1835370,3575000,7376000,237600000,3149355797,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,栃木県,09,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,国土交通・運輸,3,3,0,0,313607,313568,2026-09-21T14:28:16Z,171000,271350,371700,2145850,3920000,4462700,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,沖縄県,47,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,国土交通・運輸,4,4,0,0,313607,313568,2026-09-21T14:28:16Z,540000,1635000,5650000,9425000,9800000,21640000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,滋賀県,25,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,国土交通・運輸,1,1,0,0,313607,313568,2026-09-21T14:28:16Z,2345147,2345147,2345147,2345147,2345147,2345147,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,石川県,17,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,国土交通・運輸,3,3,0,0,313607,313568,2026-09-21T14:28:16Z,4100000,5700000,7300000,62648000,117996000,129396000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,神奈川県,14,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,国土交通・運輸,47,47,0,0,313607,313568,2026-09-21T14:28:16Z,78000,1400750,2590000,4235000,22800000,172737839,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,福井県,18,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,国土交通・運輸,1,1,0,0,313607,313568,2026-09-21T14:28:16Z,5200000,5200000,5200000,5200000,5200000,5200000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,福岡県,40,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,国土交通・運輸,16,16,0,0,313607,313568,2026-09-21T14:28:16Z,103002,1850000,3035118,4763315,8597760,55718019,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,福島県,07,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,国土交通・運輸,2,2,0,0,313607,313568,2026-09-21T14:28:16Z,2330000,3036250,3742500,4448750,5155000,7485000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,群馬県,10,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,国土交通・運輸,3,3,0,0,313607,313568,2026-09-21T14:28:16Z,1840788,2888044,3935300,4617650,5300000,11076088,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,茨城県,08,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,国土交通・運輸,32,32,0,0,313607,313568,2026-09-21T14:28:16Z,78000,2313800,3400000,8610000,40950000,209045700,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,長崎県,42,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,国土交通・運輸,2,2,0,0,313607,313568,2026-09-21T14:28:16Z,930000,1867500,2805000,3742500,4680000,5610000,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
2014,長野県,20,winner_registered_nta,府省由来セクター（業種は原データに存在しない）,国土交通・運輸,5,5,0,0,313607,313568,2026-09-21T14:28:16Z,12400,12790,85900,1240000,1380000,2731090,,,,0,pportal_awards,政府標準利用規約(第2.0版); site states CC BY 4.0 compatible; attribution '出典：調達ポータル (https://www.p-portal.go.jp/)' required,出典：調達ポータル（https://www.p-portal.go.jp/）
